Crime,Crimes,Police Station,Crime Category,Latitude,Longitude,Year
Theft of motor vehicle and motorcycle,26,Ikamvelihle,Property-Related Crimes,-33.7972722,25.6083202,2019
Theft out of or from motor vehicle,65,Ikamvelihle,Property-Related Crimes,-33.7972722,25.6083202,2019
Stock-theft,2,Ikamvelihle,Property-Related Crimes,-33.7972722,25.6083202,2019
All theft not mentioned elsewhere,110,Ikamvelihle,Other Serious Crimes,-33.7972722,25.6083202,2019
Commercial crime,36,Ikamvelihle,Other Serious Crimes,-33.7972722,25.6083202,2019
Shoplifting,18,Ikamvelihle,Other Serious Crimes,-33.7972722,25.6083202,2019
Illegal possession of firearms and ammunition,28,Ikamvelihle,Crime detected as a result of Police Action,-33.7972722,25.6083202,2019
Drug-related crime,191,Ikamvelihle,Crime detected as a result of Police Action,-33.7972722,25.6083202,2019
Driving under the influence of alcohol or drugs,189,Ikamvelihle,Crime detected as a result of Police Action,-33.7972722,25.6083202,2019
Sexual Offences detected as a result of police action,0,Ikamvelihle,Crime detected as a result of Police Action,-33.7972722,25.6083202,2019
Murder,17,Kabega Park,Contact Crimes,-33.9399801,25.4985667,2019
Attempted murder,22,Kabega Park,Contact Crimes,-33.9399801,25.4985667,2019
Assault with the intent to inflict grievous bodily harm,212,Kabega Park,Contact Crimes,-33.9399801,25.4985667,2019
Common assault,246,Kabega Park,Contact Crimes,-33.9399801,25.4985667,2019
Common robbery,35,Kabega Park,Contact Crimes,-33.9399801,25.4985667,2019
Robbery with aggravating circumstances,146,Kabega Park,Contact Crimes,-33.9399801,25.4985667,2019
Rape,49,Kabega Park,Sexual Offences,-33.9399801,25.4985667,2019
Sexual Assault,11,Kabega Park,Sexual Offences,-33.9399801,25.4985667,2019
Attempted Sexual Offences,2,Kabega Park,Sexual Offences,-33.9399801,25.4985667,2019
Contact Sexual Offences,4,Kabega Park,Sexual Offences,-33.9399801,25.4985667,2019
Carjacking,2,Kabega Park,Aggravated Robbery,-33.9399801,25.4985667,2019
Robbery at residential premises,48,Kabega Park,Aggravated Robbery,-33.9399801,25.4985667,2019
Robbery at non-residential premises,16,Kabega Park,Aggravated Robbery,-33.9399801,25.4985667,2019
Robbery of cash in transit,2,Kabega Park,Aggravated Robbery,-33.9399801,25.4985667,2019
Bank robbery,0,Kabega Park,Aggravated Robbery,-33.9399801,25.4985667,2019
Truck hijacking ,2,Kabega Park,Aggravated Robbery,-33.9399801,25.4985667,2019
Arson,4,Kabega Park,Contact-Related Crimes,-33.9399801,25.4985667,2019
Malicious damage to property,220,Kabega Park,Contact-Related Crimes,-33.9399801,25.4985667,2019
Burglary at non-residential premises,63,Kabega Park,Property-Related Crimes,-33.9399801,25.4985667,2019
Burglary at residential premises,620,Kabega Park,Property-Related Crimes,-33.9399801,25.4985667,2019
Theft of motor vehicle and motorcycle,55,Kabega Park,Property-Related Crimes,-33.9399801,25.4985667,2019
Theft out of or from motor vehicle,233,Kabega Park,Property-Related Crimes,-33.9399801,25.4985667,2019
Stock-theft,20,Kabega Park,Property-Related Crimes,-33.9399801,25.4985667,2019
All theft not mentioned elsewhere,640,Kabega Park,Other Serious Crimes,-33.9399801,25.4985667,2019
Commercial crime,198,Kabega Park,Other Serious Crimes,-33.9399801,25.4985667,2019
Shoplifting,71,Kabega Park,Other Serious Crimes,-33.9399801,25.4985667,2019
Illegal possession of firearms and ammunition,10,Kabega Park,Crime detected as a result of Police Action,-33.9399801,25.4985667,2019
Drug-related crime,156,Kabega Park,Crime detected as a result of Police Action,-33.9399801,25.4985667,2019
Driving under the influence of alcohol or drugs,77,Kabega Park,Crime detected as a result of Police Action,-33.9399801,25.4985667,2019
Sexual Offences detected as a result of police action,2,Kabega Park,Crime detected as a result of Police Action,-33.9399801,25.4985667,2019
Murder,33,Kamesh,Contact Crimes,-33.769185,25.3660359,2019
Attempted murder,17,Kamesh,Contact Crimes,-33.769185,25.3660359,2019
Assault with the intent to inflict grievous bodily harm,233,Kamesh,Contact Crimes,-33.769185,25.3660359,2019
Common assault,117,Kamesh,Contact Crimes,-33.769185,25.3660359,2019
Common robbery,13,Kamesh,Contact Crimes,-33.769185,25.3660359,2019
Robbery with aggravating circumstances,58,Kamesh,Contact Crimes,-33.769185,25.3660359,2019
Rape,63,Kamesh,Sexual Offences,-33.769185,25.3660359,2019
Sexual Assault,18,Kamesh,Sexual Offences,-33.769185,25.3660359,2019
Attempted Sexual Offences,1,Kamesh,Sexual Offences,-33.769185,25.3660359,2019
Contact Sexual Offences,3,Kamesh,Sexual Offences,-33.769185,25.3660359,2019
Carjacking,3,Kamesh,Aggravated Robbery,-33.769185,25.3660359,2019
Robbery at residential premises,8,Kamesh,Aggravated Robbery,-33.769185,25.3660359,2019
Robbery at non-residential premises,9,Kamesh,Aggravated Robbery,-33.769185,25.3660359,2019
Robbery of cash in transit,0,Kamesh,Aggravated Robbery,-33.769185,25.3660359,2019
Bank robbery,0,Kamesh,Aggravated Robbery,-33.769185,25.3660359,2019
Truck hijacking ,0,Kamesh,Aggravated Robbery,-33.769185,25.3660359,2019
Arson,9,Kamesh,Contact-Related Crimes,-33.769185,25.3660359,2019
Malicious damage to property,82,Kamesh,Contact-Related Crimes,-33.769185,25.3660359,2019
Burglary at non-residential premises,16,Kamesh,Property-Related Crimes,-33.769185,25.3660359,2019
Burglary at residential premises,92,Kamesh,Property-Related Crimes,-33.769185,25.3660359,2019
Theft of motor vehicle and motorcycle,4,Kamesh,Property-Related Crimes,-33.769185,25.3660359,2019
Theft out of or from motor vehicle,104,Kamesh,Property-Related Crimes,-33.769185,25.3660359,2019
Stock-theft,5,Kamesh,Property-Related Crimes,-33.769185,25.3660359,2019
All theft not mentioned elsewhere,92,Kamesh,Other Serious Crimes,-33.769185,25.3660359,2019
Commercial crime,24,Kamesh,Other Serious Crimes,-33.769185,25.3660359,2019
Shoplifting,2,Kamesh,Other Serious Crimes,-33.769185,25.3660359,2019
Illegal possession of firearms and ammunition,10,Kamesh,Crime detected as a result of Police Action,-33.769185,25.3660359,2019
Drug-related crime,322,Kamesh,Crime detected as a result of Police Action,-33.769185,25.3660359,2019
Driving under the influence of alcohol or drugs,19,Kamesh,Crime detected as a result of Police Action,-33.769185,25.3660359,2019
Sexual Offences detected as a result of police action,0,Kamesh,Crime detected as a result of Police Action,-33.769185,25.3660359,2019
Murder,46,Kwadwesi,Contact Crimes,-33.8410858,25.5230822,2019
Attempted murder,24,Kwadwesi,Contact Crimes,-33.8410858,25.5230822,2019
Assault with the intent to inflict grievous bodily harm,161,Kwadwesi,Contact Crimes,-33.8410858,25.5230822,2019
Common assault,110,Kwadwesi,Contact Crimes,-33.8410858,25.5230822,2019
Common robbery,19,Kwadwesi,Contact Crimes,-33.8410858,25.5230822,2019
Robbery with aggravating circumstances,221,Kwadwesi,Contact Crimes,-33.8410858,25.5230822,2019
Rape,48,Kwadwesi,Sexual Offences,-33.8410858,25.5230822,2019
Sexual Assault,9,Kwadwesi,Sexual Offences,-33.8410858,25.5230822,2019
Attempted Sexual Offences,1,Kwadwesi,Sexual Offences,-33.8410858,25.5230822,2019
Contact Sexual Offences,2,Kwadwesi,Sexual Offences,-33.8410858,25.5230822,2019
Carjacking,38,Kwadwesi,Aggravated Robbery,-33.8410858,25.5230822,2019
Robbery at residential premises,55,Kwadwesi,Aggravated Robbery,-33.8410858,25.5230822,2019
Robbery at non-residential premises,24,Kwadwesi,Aggravated Robbery,-33.8410858,25.5230822,2019
Robbery of cash in transit,0,Kwadwesi,Aggravated Robbery,-33.8410858,25.5230822,2019
Bank robbery,0,Kwadwesi,Aggravated Robbery,-33.8410858,25.5230822,2019
Truck hijacking ,3,Kwadwesi,Aggravated Robbery,-33.8410858,25.5230822,2019
Arson,3,Kwadwesi,Contact-Related Crimes,-33.8410858,25.5230822,2019
Malicious damage to property,119,Kwadwesi,Contact-Related Crimes,-33.8410858,25.5230822,2019
Burglary at non-residential premises,36,Kwadwesi,Property-Related Crimes,-33.8410858,25.5230822,2019
Burglary at residential premises,214,Kwadwesi,Property-Related Crimes,-33.8410858,25.5230822,2019
Theft of motor vehicle and motorcycle,28,Kwadwesi,Property-Related Crimes,-33.8410858,25.5230822,2019
Theft out of or from motor vehicle,50,Kwadwesi,Property-Related Crimes,-33.8410858,25.5230822,2019
Stock-theft,7,Kwadwesi,Property-Related Crimes,-33.8410858,25.5230822,2019
All theft not mentioned elsewhere,156,Kwadwesi,Other Serious Crimes,-33.8410858,25.5230822,2019
Commercial crime,31,Kwadwesi,Other Serious Crimes,-33.8410858,25.5230822,2019
Shoplifting,49,Kwadwesi,Other Serious Crimes,-33.8410858,25.5230822,2019
Illegal possession of firearms and ammunition,26,Kwadwesi,Crime detected as a result of Police Action,-33.8410858,25.5230822,2019
Drug-related crime,171,Kwadwesi,Crime detected as a result of Police Action,-33.8410858,25.5230822,2019
Driving under the influence of alcohol or drugs,162,Kwadwesi,Crime detected as a result of Police Action,-33.8410858,25.5230822,2019
Sexual Offences detected as a result of police action,0,Kwadwesi,Crime detected as a result of Police Action,-33.8410858,25.5230822,2019
Murder,43,Kwanobuhle,Contact Crimes,-33.8140582,25.3975369,2019
Attempted murder,15,Kwanobuhle,Contact Crimes,-33.8140582,25.3975369,2019
Assault with the intent to inflict grievous bodily harm,400,Kwanobuhle,Contact Crimes,-33.8140582,25.3975369,2019
Common assault,150,Kwanobuhle,Contact Crimes,-33.8140582,25.3975369,2019
Common robbery,23,Kwanobuhle,Contact Crimes,-33.8140582,25.3975369,2019
Robbery with aggravating circumstances,210,Kwanobuhle,Contact Crimes,-33.8140582,25.3975369,2019
Rape,97,Kwanobuhle,Sexual Offences,-33.8140582,25.3975369,2019
Sexual Assault,4,Kwanobuhle,Sexual Offences,-33.8140582,25.3975369,2019
Attempted Sexual Offences,1,Kwanobuhle,Sexual Offences,-33.8140582,25.3975369,2019
Contact Sexual Offences,1,Kwanobuhle,Sexual Offences,-33.8140582,25.3975369,2019
Carjacking,30,Kwanobuhle,Aggravated Robbery,-33.8140582,25.3975369,2019
Robbery at residential premises,50,Kwanobuhle,Aggravated Robbery,-33.8140582,25.3975369,2019
Robbery at non-residential premises,39,Kwanobuhle,Aggravated Robbery,-33.8140582,25.3975369,2019
Robbery of cash in transit,0,Kwanobuhle,Aggravated Robbery,-33.8140582,25.3975369,2019
Bank robbery,0,Kwanobuhle,Aggravated Robbery,-33.8140582,25.3975369,2019
Truck hijacking ,0,Kwanobuhle,Aggravated Robbery,-33.8140582,25.3975369,2019
Arson,11,Kwanobuhle,Contact-Related Crimes,-33.8140582,25.3975369,2019
Malicious damage to property,144,Kwanobuhle,Contact-Related Crimes,-33.8140582,25.3975369,2019
Burglary at non-residential premises,47,Kwanobuhle,Property-Related Crimes,-33.8140582,25.3975369,2019
Burglary at residential premises,253,Kwanobuhle,Property-Related Crimes,-33.8140582,25.3975369,2019
Theft of motor vehicle and motorcycle,25,Kwanobuhle,Property-Related Crimes,-33.8140582,25.3975369,2019
Theft out of or from motor vehicle,129,Kwanobuhle,Property-Related Crimes,-33.8140582,25.3975369,2019
Stock-theft,10,Kwanobuhle,Property-Related Crimes,-33.8140582,25.3975369,2019
All theft not mentioned elsewhere,192,Kwanobuhle,Other Serious Crimes,-33.8140582,25.3975369,2019
Commercial crime,22,Kwanobuhle,Other Serious Crimes,-33.8140582,25.3975369,2019
Shoplifting,30,Kwanobuhle,Other Serious Crimes,-33.8140582,25.3975369,2019
Illegal possession of firearms and ammunition,16,Kwanobuhle,Crime detected as a result of Police Action,-33.8140582,25.3975369,2019
Drug-related crime,222,Kwanobuhle,Crime detected as a result of Police Action,-33.8140582,25.3975369,2019
Driving under the influence of alcohol or drugs,16,Kwanobuhle,Crime detected as a result of Police Action,-33.8140582,25.3975369,2019
Sexual Offences detected as a result of police action,0,Kwanobuhle,Crime detected as a result of Police Action,-33.8140582,25.3975369,2019
Murder,109,Kwazakele,Contact Crimes,-32.8707381,27.3876141,2019
Attempted murder,111,Kwazakele,Contact Crimes,-32.8707381,27.3876141,2019
Assault with the intent to inflict grievous bodily harm,487,Kwazakele,Contact Crimes,-32.8707381,27.3876141,2019
Common assault,396,Kwazakele,Contact Crimes,-32.8707381,27.3876141,2019
Common robbery,95,Kwazakele,Contact Crimes,-32.8707381,27.3876141,2019
Robbery with aggravating circumstances,790,Kwazakele,Contact Crimes,-32.8707381,27.3876141,2019
Rape,102,Kwazakele,Sexual Offences,-32.8707381,27.3876141,2019
Sexual Assault,16,Kwazakele,Sexual Offences,-32.8707381,27.3876141,2019
Attempted Sexual Offences,3,Kwazakele,Sexual Offences,-32.8707381,27.3876141,2019
Contact Sexual Offences,0,Kwazakele,Sexual Offences,-32.8707381,27.3876141,2019
Carjacking,143,Kwazakele,Aggravated Robbery,-32.8707381,27.3876141,2019
Robbery at residential premises,149,Kwazakele,Aggravated Robbery,-32.8707381,27.3876141,2019
Robbery at non-residential premises,35,Kwazakele,Aggravated Robbery,-32.8707381,27.3876141,2019
Robbery of cash in transit,1,Kwazakele,Aggravated Robbery,-32.8707381,27.3876141,2019
Bank robbery,0,Kwazakele,Aggravated Robbery,-32.8707381,27.3876141,2019
Truck hijacking ,11,Kwazakele,Aggravated Robbery,-32.8707381,27.3876141,2019
Arson,11,Kwazakele,Contact-Related Crimes,-32.8707381,27.3876141,2019
Malicious damage to property,265,Kwazakele,Contact-Related Crimes,-32.8707381,27.3876141,2019
Burglary at non-residential premises,95,Kwazakele,Property-Related Crimes,-32.8707381,27.3876141,2019
Burglary at residential premises,330,Kwazakele,Property-Related Crimes,-32.8707381,27.3876141,2019
Theft of motor vehicle and motorcycle,50,Kwazakele,Property-Related Crimes,-32.8707381,27.3876141,2019
Theft out of or from motor vehicle,91,Kwazakele,Property-Related Crimes,-32.8707381,27.3876141,2019
Stock-theft,6,Kwazakele,Property-Related Crimes,-32.8707381,27.3876141,2019
All theft not mentioned elsewhere,373,Kwazakele,Other Serious Crimes,-32.8707381,27.3876141,2019
Commercial crime,79,Kwazakele,Other Serious Crimes,-32.8707381,27.3876141,2019
Shoplifting,24,Kwazakele,Other Serious Crimes,-32.8707381,27.3876141,2019
Illegal possession of firearms and ammunition,106,Kwazakele,Crime detected as a result of Police Action,-32.8707381,27.3876141,2019
Drug-related crime,250,Kwazakele,Crime detected as a result of Police Action,-32.8707381,27.3876141,2019
Driving under the influence of alcohol or drugs,242,Kwazakele,Crime detected as a result of Police Action,-32.8707381,27.3876141,2019
Sexual Offences detected as a result of police action,0,Kwazakele,Crime detected as a result of Police Action,-32.8707381,27.3876141,2019
Murder,68,Motherwell,Contact Crimes,-33.796568,25.583835,2019
Attempted murder,44,Motherwell,Contact Crimes,-33.796568,25.583835,2019
Assault with the intent to inflict grievous bodily harm,364,Motherwell,Contact Crimes,-33.796568,25.583835,2019
Common assault,173,Motherwell,Contact Crimes,-33.796568,25.583835,2019
Common robbery,37,Motherwell,Contact Crimes,-33.796568,25.583835,2019
Robbery with aggravating circumstances,394,Motherwell,Contact Crimes,-33.796568,25.583835,2019
Rape,82,Motherwell,Sexual Offences,-33.796568,25.583835,2019
Sexual Assault,11,Motherwell,Sexual Offences,-33.796568,25.583835,2019
Attempted Sexual Offences,1,Motherwell,Sexual Offences,-33.796568,25.583835,2019
Contact Sexual Offences,1,Motherwell,Sexual Offences,-33.796568,25.583835,2019
Carjacking,88,Motherwell,Aggravated Robbery,-33.796568,25.583835,2019
Robbery at residential premises,86,Motherwell,Aggravated Robbery,-33.796568,25.583835,2019
Robbery at non-residential premises,45,Motherwell,Aggravated Robbery,-33.796568,25.583835,2019
Robbery of cash in transit,1,Motherwell,Aggravated Robbery,-33.796568,25.583835,2019
Bank robbery,0,Motherwell,Aggravated Robbery,-33.796568,25.583835,2019
Truck hijacking ,2,Motherwell,Aggravated Robbery,-33.796568,25.583835,2019
Arson,6,Motherwell,Contact-Related Crimes,-33.796568,25.583835,2019
Malicious damage to property,196,Motherwell,Contact-Related Crimes,-33.796568,25.583835,2019
Burglary at non-residential premises,53,Motherwell,Property-Related Crimes,-33.796568,25.583835,2019
Burglary at residential premises,258,Motherwell,Property-Related Crimes,-33.796568,25.583835,2019
Theft of motor vehicle and motorcycle,49,Motherwell,Property-Related Crimes,-33.796568,25.583835,2019
Theft out of or from motor vehicle,94,Motherwell,Property-Related Crimes,-33.796568,25.583835,2019
Stock-theft,2,Motherwell,Property-Related Crimes,-33.796568,25.583835,2019
All theft not mentioned elsewhere,236,Motherwell,Other Serious Crimes,-33.796568,25.583835,2019
Commercial crime,86,Motherwell,Other Serious Crimes,-33.796568,25.583835,2019
Shoplifting,71,Motherwell,Other Serious Crimes,-33.796568,25.583835,2019
Illegal possession of firearms and ammunition,39,Motherwell,Crime detected as a result of Police Action,-33.796568,25.583835,2019
Drug-related crime,783,Motherwell,Crime detected as a result of Police Action,-33.796568,25.583835,2019
Driving under the influence of alcohol or drugs,521,Motherwell,Crime detected as a result of Police Action,-33.796568,25.583835,2019
